License Plate,Speed,Date,Time
TRISPIE,110.64,2025-08-04,08:53:24
R-183-JF,116.15,2025-08-04,08:53:26
CR1S3-JF-,111.82,2025-08-04,08:53:27
R-183-JSF,102.24,2025-08-04,08:53:32
4R-183-JF,172.1,2025-08-04,08:53:36
R-183-JE,135.38,2025-08-04,08:53:37
YR-183-JE,114.61,2025-08-04,08:53:40
